wordpilot_id	english	turkish_gloss_used	freedict_source_row	original_source_line
2563	resist	karşı durmak, mukavemet etmek	26129	karşı durmak, mukavemet etmek; dayanmak, tahammül etmek;  bir yüzeyi paslanma veya çürümeden korumak için sürülen bir madde; kumaş boyacılarının kullandığı tutkal gibi ve kimyasal tesire karşı gelen madde.
2564	tourist	turist	32726	turist. tourist agency seyahat acentesi. tourist class bazı vapurlarda ikinci ve üçüncü mevkiler arasında yolcu mevkii, turistik mevki.
2565	villa	yazlık köşk, gösterişli yazlık ev, villa	35082	yazlık köşk, gösterişli yazlık ev, villa. villadom  ing. villalar; banliyöde oturan halk.
2566	wireless	telsiz	36025	telsiz;  ing. radyo; telsiz telgraf veya telefon;  ing. telsiz telgraf çekmek.
2567	wright	işçi, sanatçı, yapıcı	36268	işçi, sanatçı, yapıcı.
2568	yoga	Yoga	36443	Yoga.
2569	adopt	benimsemek; evlat edinmek	390	kabul etmek, edinmek, benimsemek ; evlât edinmek. adoption  kabul , benimseme; evlatlığa kabul etme, evlât  edinme adoptive  evlâtlığa kabul eden  veya edilen.
2570	blade	bıçak ağzı; kanat	3211	bıçak ağzı; kılıç; ince uzun yaprak; kalemtıraşın ağzı; kürek palası; delikanlı; pervane kanadı. blade bone kürek kemidi.
2571	bulk	şişmek, büyümek, genişlemek	4059	şişmek, büyümek, genişlemek; cüsseli veya önemli olmak; şişirmek, büyütmek.
2572	cargo	yük; kargo	4752	(gemi, uçak) kargo, yük.
2573	destiny	kader	8510	kader, nasip, kısmet, mukadderat, alın yazısı.
2574	emotion	duygu	10037	heyecan, duygu, his.
2575	emphasis	vurgu; önem	10046	önem, ehemmiyet; şiddet, kuvvet; vurgu; üzerinde durulan nokta, önem verilen husus.
2576	excitement	heyecan	10763	heyecan, telâş, galeyan, tahrik.
2577	graphics	grafikle matematik ve mühendislik problemleri çözme metodu	13294	grafikle matematik ve mühendislik problemleri çözme metodu .
2578	mar	bozmak, sakatlamak, zarar vermek	18782	(-red, -ring) bozmak, sakatlamak, zarar vermek; şeklini bozmak. make or mar yapmak veya bozmak.
2579	nerve	kuvvet ve cesaret vermek	20571	kuvvet ve cesaret vermek. nerve oneself metanetini takınmak, cesur olmak.
2580	nightmare	kâbus	20694	kabus, karabasan.
2581	overnight	gece boyunca	21776	gece esnasında, geceleyin, bir gece içinde, bir geceyi kapsayarak; dün gece; ani olarak, birdenbire;  gece boyunca olan; bir gecelik.
2582	poster	yafta, afiş	23847	yafta, afiş; yaftacı, yafta yapıştıran kimse; menzillerden at alarak seyahat eden kimse.
2583	qualify	nitelik kazanmak; hak kazanmak	25050	hak kazanmak, ehliyet kazanmak; ehliyet vermek; kısıtlamak, sınırlandırmak; değerlendirmek; nitelendirmek; hafifletmek; (gram.) nitelemek.
2584	raid	akın, yağma, çapul, hücum	25317	akın, yağma, çapul, hücum; polis ve gümrük memurlan baskını;  akın etmek, baskın yapmak. raider  akıncı, baskıncı; eskiden ticaret gemilerine hücum için kullanılan silahlı ticaret gemisi.
2585	respective	her biri kendisinin olan, ayrı ayrı	26159	her biri kendisinin olan, ayrı ayrı. They went to their respective homes. Her biri kendi evine gitti. respectively  zikredildikleri sıra ile, birisi birine ve diğeri ötekine ait olmak üzere .
2586	sandy	kumlu, kuma benzer	27088	kumlu, kuma benzer; kumsal; kum rengi (saç) sandiness  kumlu olma.
2587	scenario	senaryo	27343	bir tiyatro eserinin konusunun ana hatları, senaryo.
2588	turner	çeviren kimse, döndüren veya dönen şey	33371	çeviren kimse, döndüren veya dönen şey; tornacı; bedeneğitimi uzmanı.
2589	uncomfortable	rahatsız	33750	rahatsız; rahatsız edici, nahoş.
2590	widespread	yaygın	35915	yaygın.
2591	accessible	erişilebilir	165	yanına girilebilir,  içine girilebilir; kolay bulunur; kandırılabilir;  alınır, bulunur accessibil'ity  yanına  gitme imkânı, içine girilebilme imkanı, kolay  bulunma imkânı.
2592	advisory	tavsiye niteliğinde	428	tavsiye niteliğinde; akıl öğreten, öğüt veren.
2593	animation	canlılık, hayatiyet şevk	1048	canlılık, hayatiyet  şevk.
2594	basement	bodrum katı, zemin kat	2540	bodrum katı, zemin kat; herhangi bir yapnın kaidesi.
2595	bias	önyargı; eğilim	2980	meyil, temayül, peşin hüküm; şev; taraf tutma;  verev, meyilli, şevli, çapraz;  verev olarak, meyilli olarak;  meylettirmek, aleyhte tesir etmek.
2596	carpet	halı, kilim, keçe	4798	halı, kilim, keçe; halı gibi bir örtü meydana getiren herhangi bir şey. carpet beetle güve gibi yün yiyen bir böcek. carpet sweeper halı süpürgesi. carpet tack halı çivisi. call on the carpet azarlamak.
2597	chill	üşümek, ürpermek	5487	üşümek, ürpermek; (mad.) donmak, sertleşmek; üşütmek; soğutmak (şarap); ümidini kırmak. chillingly  üşütücü bir şekilde. chillriess  soğuk; soğuk davranış.
2598	clue	ipucu	5989	ipucu, (iz), anahtar;  bilgi vermek, aydınlatmak.
2599	cole	Iahana cinsinden sebze	6180	Iahana cinsinden sebze. coleslaw  Iahana salatası. colewort  göbeksiz bir çeşit lahana, kolza.
2600	conscious	bilinçli; farkında	6716	bilinçli, şuurlu, vukuflu, müdrik, farkında olan; uyanık. self-conscious  mahcup, sıkılgan. consciously  bile bile, bilinçle, şuurla.
2601	costume	kostüm; kıyafet	7173	kıyafet, elbise; kostüm;  kıyafete sokmak. costume jewelry taklit ziynet eşyası, incik boncuk. costumer  kostümleri hazırlayan kimse.
2602	endless	sonsuz	10141	sonsuz, ölümsüz, ebedi; namütenahi, bitmez tükenmez, sonu olmayan endlessly  durmadan, bitmek tükenmek bilmeksizin. endlessness  sonsuzluk, devamlılık.
2603	garbage	çöp	12631	çöp, süprüntu; pis ve değersiz şey garbage man çopçü
2604	grid	ızgara	13392	ızgara; (elek.) bataryada kullanılan delikli kurşun levha; (d.y.) ray şebekesi; kablo şebekesi; bir haritada kesişen yatay ve dikey hatlar sistemi; (radyo) valfta kontrol voltajı taşıyan ızgara.
2605	lap	kucak	17406	kucak; etek; oturan kimsenin dizlerini örten elbise kısmı. lap dog kucağa alınan ufak köpek, fino köpeği. lap of luxury servet ve rahatlık. lapful  kucak dolusu.
2606	liver	yaşayan kimse	18031	yaşayan kimse; belirli bir hayat yaşayan kimse. clean liver temiz hayat yaşayan kimse. high liver boğazına düşkün kimse. loose liver uçarı hayat yaşayan kimse.
2607	metro	ing	19340	ing. metro.
2608	metropolitan	başşehre ait	19345	başşehre ait; başpiskoposa ait;  metropolit; başşehirde oturan kimse.
2609	mixture	karışım	19753	karışım; karıştırma; katıştırma; karışma, karıştırılma, kaynaşma.
2610	patent	herkes tarafından anlaşılabilir, herkese açık, aşikar	22347	herkes tarafından anlaşılabilir, herkese açık, aşikar; (tıb.) açık.
2611	physician	hekim; doktor	23050	doktor, hekim.
2612	rival	rakip	26493	rakip;  rekabet eden;  rakip olmak, rekabet etmek, geçmek için rekabet etmek. rivalry  rekabet.
2613	runner	koşan kimse, koşucu	26814	koşan kimse, koşucu; kaçak, kaçkın; makinist; kızak ayağı; çığırtkan, kâhya, simsar; ray; yerde kökler salarak uzanan bitki veya bu bitkinin sapı; yol halısı; uzunca ve ensiz masa örtüsü.
2614	spray	yapraklı ve çiçekli ufak dal, bahar dalı	29834	yapraklı ve çiçekli ufak dal, bahar dalı: bu şekilde yapılan süs.
2615	structural	bina veya yapıya ait	30526	bina veya yapıya ait; yapısal; inşaata ait; (jeol.) yapısal. structural botany yapısal bitkibilimi. structural linguistics yapısal dilbilim. structural steel yapı demiri, inşaat çeliği. structurally  yapı bakımından.
2616	unnecessary	gereksiz	34191	lüzumsuz; faydasız, gereksiz. unnecessarily  gereksiz olarak.
2617	verse	mısra	34947	mısra; şiir; koşuk, nazım; beyit, kıta; ayet.
2618	anonymous	anonim; isimsiz	1100	isimsiz, anonim,  ismi meçhul. anonymously  imza koymadan, imzasız olarak.
2619	artistic	sanat yönü olan, estetik güzellie sahip, sanatkârane, güzel sanatlara ait	1637	sanat yönü olan, estetik  güzellie sahip, sanatkârane, güzel sanatlara ait. artistically  sanatkârca, sanatkârane  bir şekilde.
2620	attendance	katılım; devam	1884	devam, gitme; refakat; hazır bulunanlar, maiyet. dance in  attendance on üzerine titremek.
2621	aviation	havacılık	2087	havacılık, tayyarecilik; uçuş.
2622	cinema	sinema	5701	sinema, sinema dünyası.
2623	compliance	uyma	6456	uyma; itaat; başeğme; razı olma. in compliance with -e uygun olarak, mucibince. compliant  uysal, itaatkâr, yumuşak başlı.
2624	crush	ezme, baskı, sıkma	7591	ezme, baskı, sıkma; kalabalık, izdiham;(k.dili) şiddetli ve geçici sevgi, tutku, düşkünlük.
2625	dam	baraj, set, su bendi	7890	(-med, -ming) baraj, set, su bendi;  baraj yapmak; kapamak. dam in, dam up kapatmak, geri tutmak.
2626	decrease	azalmak; azalma	8120	azalmak, eksilmek, küçülmek, çekilmek; azaltmak, eksiltmek decreasingly  gittikçe azalarak.
2627	diabetes	diyabet; şeker hastalığı	8604	şeker hastalığı, diyabet. diabetic   şeker hastalığına ait; şeker hastası.
2628	genre	tarz, tür, nevi	12798	tarz, tür, nevi; (güz. san.) günlük hayatı tasvir eden tarz.
2629	jam	reçel, marmelat	16595	reçel, marmelat.
2630	lease	kira kontratı	17585	kira kontratı; icar, kiralama;  kontrat ile kiralamak. leasehold   kontratla kiralanmış mal;  kiralanmış. lease holder  kiracı. a new lease on life hastalık veya üzüntüden sonra yeniden hayata başlama.
2631	mysterious	gizemli, esrarengiz, akıl ermez, anlaşılamaz, garip	20335	gizemli, esrarengiz, akıl ermez, anlaşılamaz, garip. mysteriously  gizemli bir şekilde; anlaşılmaz surette. mysteriousness  gizemlilik; anlaşılmazlık.
2632	partial	kısma ait, kısm?	22262	kısma ait, kısm?; kısmen etkili olan; cuzi, genel olmayan; taraf tutan, tarafgir; meyilli. partial eclipse (astr.) kısmen tutulma. partially  kısmen; tarafgirlikle, bir tarafı tutarak.
2633	piss	kaba su dökmek, işemek	23273	kaba su dökmek, işemek;  idrar, çiş, sidik. pissed off kaba kızgın.
2634	propaganda	propaganda	24472	propaganda; herhangi bir prensibi yaymaya çalışan teşkilât. propagandist  bir prensibi yay- maya çalışan kimse, propagandacı. propagandize  propaganda yapmak.
2635	revolutionary	devrim kabilinden, inkılâpçı, devrimci	26309	devrim kabilinden, inkılâpçı, devrimci; ihtilâlci;  devrimci veya inkılâpçı kimse; ihtilâlci kimse.
2636	scandal	skandal, rezalet, ayıp, kepazelik	27299	skandal, rezalet, ayıp, kepazelik; kovculuk; iftira, dedikodu; rezil kimse; kepaze şey; yüzkarası. scandalize  rezalet çıkararak bir kimseyi mahcup edip şaşırtmak.
2637	substitute	bedel	30731	bedel; vekil;  vekil tayin etmek; bedel olarak koymak; vekâlet etmek; yerine geçmek.
2638	tactics	muharebe usulü, tabiye	31436	(ask.) muharebe usulü, tabiye; bir usul dairesinde hareket, manevra.
2639	testimony	şahadet, şahitlik	31981	şahadet, şahitlik; kanıt; (leh.) veya aleyhte tanıtlama.
2640	thai	Tayland halkı	32024	Tayland halkı; Tay dili.
2641	trophy	hatıra, andaç, yadigâr, bergüzar	33173	hatıra, andaç, yadigâr, bergüzar; kupa; ganimet; (mim.) bir silâh takımını gösteren bina süsü.
2642	tweet	kuş yavrusunun cıvıltısı	33426	kuş yavrusunun cıvıltısı;  böyle ses çıkarmak.
2643	unfair	haksız, adaletsiz	33976	haksız, adaletsiz; hileli. unfairly  adalete aykırı olarak, haksızca. unfairness  haksızlık .
2644	von	li	35286	(edat), (Al.) -li (soyadlarda kullanılır)
2645	apologize	özür dilemek, tarziye vermek, itizar etmek, mazeret beyan etmek	1307	özür dilemek, tarziye  vermek, itizar etmek, mazeret beyan  etmek; yazılı veya sözlü olarak savunmak.
2646	aunt	teyze, hala, yenge	1962	teyze, hala, yenge. aun'tie  teyzecik v.b.
2647	casino	gazino, kumarhane	4864	gazino, kumarhane; bir kâğıt oyunu.
2648	counsel	danışma, müşavere, istişare	7212	danışma, müşavere, istişare; dava vekili; tedbir, ihtiyat, basiret; öğüt, nasihat; düşünce, gaye, maksat, plan;  nasihat vermek, öğüt vermek, akıl öğretmek. keep one' own counsel fikirlerini kendine saklamak.
2649	creature	yaratık, varlık, mahluk	7410	yaratık, varlık, mahluk; insan, hayvan; bende, köle, kukla, bir kimseye bağlı olan ve itaat eden kimse. creature comforts vücudun rahatını sağlayan şeyler, refah. creaturely  yaratıklarla ilgili.
2650	determination	azim, sebat, metanet, inat, kararlı oluş	8536	azim, sebat, metanet, inat, kararlı oluş; hüküm, tespit, tayin; niyet, kasıt; sınırlama, tahdit.
2651	embrace	kucaklamak, bağrına basmak, sevmek	10000	kucaklamak, bağrına basmak, sevmek; sarmak, içine almak, kapsamak, ihtiva etmek; benimsemek, kabul etmek, almak;  kucaklama, sarılma, bağrına basma. embracement  kabul etme, benimseme.
2652	icon	eikon Ortodoks kilisesinde azizlerin resmi, ikon	15112	, eikon  Ortodoks kilisesinde azizlerin resmi, ikon; resim, heykel. icon'ic  azizlerin resimlerine ait.
2653	indigenous	yerli	15653	yerli; doğuştan olan.
2654	inter	gömmek, defnetmek	16112	(red, ring) gömmek, defnetmek.
2655	legislature	kanunlan koyan millet meclisi	17644	kanunlan koyan millet meclisi.
2656	manhattan	Manhattan adası	18713	Manhattan adası; viski ve vermutla yapılmış bir içki. Manhattan District atom bombası. planının şifreli ismi.
2657	marathon	uzun mesafe koşusu, maraton	18787	uzun mesafe koşusu, maraton.
2658	marvel	harika, mucize	18886	(-ed, -ing veya -led, -ling) harika, mucize; hayret uyandıran şey;  hayret etmek, şaşmak, garip bulmak.
2659	moreover	bundan başka, bundan fazla, üstelik	19998	bundan başka, bundan fazla, üstelik.
2660	paradise	cennet, Aden, cennet bahçesi	22144	cennet, Aden, cennet bahçesi; cennet gibi yer. fool' paradise boş emeller üzerine kurulmuş mutluluk.
2661	politician	siyasetçi, politikacı, siyaset uzmanı	23629	siyasetçi, politikacı, siyaset uzmanı; devlet adamı; kendi yararına politikayla meşgul olan kimse.
2662	premiere	bir piyesin ilk defa olarak oynanması, gala	24095	bir piyesin ilk defa olarak oynanması, gala; (tiyatro) baş kadın oyuncu.
2663	realistic	gerçekçi, gerçeğe uygun	25544	gerçekçi, gerçeğe uygun. realistically  gerçeğe uygun olarak.
2664	retain	alıkoymak tutmak, elinde bulundurmak	26204	alıkoymak tutmak, elinde bulundurmak; ücretle tutmak (avukat, uzman); akılda tutmak unutmamak. retainable  .elde tutulabilir. retaining wall istinat duvarı.
2665	rocky	kayalık, kaya dolu	26545	kayalık, kaya dolu; kaya gibi; hissiz, duygusuz, katı, katı kalpli. Rocky Mountains, Rockies Kayalık Dağlar. rockiness  kayalıklı olma.
2666	sheriff	kasabada polis şefi	28278	kasabada polis şefi.
2667	shy	yandan fırlatmak, atmak	28481	yandan fırlatmak, atmak;  atış, fırlatış; (k. dili) alay, küçümseme, istihza; deneme, tecrübe .
2668	sunshine	güneş ışığı	30936	güneş ışığı; güneş; güneşin ısıtıcı ışığı; neşelilik.
2669	tier	sıra, kat	32340	sıra, kat; amfide yükselen sıra.
2670	tommy	İngiliz ordusunda er	32557	İngiliz ordusunda er; (İng.), (k. dili) bir somun veya parça ekmek; bir işçiye ücret yerine verilen eşya; ücret yerine eşya alma.
2671	warrior	savaşçı, cenkçi, muharip	35479	savaşçı, cenkçi, muharip; cenk eri, asker.
2672	admission	kabul, girme müsaadesi	378	kabul, girme müsaadesi ; teslim (hakikat); giriş ücreti, duhuliye. admission free duhuliyesiz, giriş ücreti olmayan.
2673	bacon	bring home the bacon istediğini elde etmek, bir şeyde muvaffak olmak	2253	beykin, hayvanın yan ve sırt tarafından elde edilen tuzlanmış veya tütsülenmiş domuz eti, domuz pastırması. bring home the bacon istediğini elde etmek, bir şeyde muvaffak olmak
2674	barrier	herhangi bir yolu kapamak için yapılan mania, engel	2520	herhangi bir yolu kapamak için yapılan mania, engel; doğal mânia (sıradağlar v.b.); çit, korkuluk. barrier reef sahile yakın sığ mercan kayalığı.
2675	belgium	Belçika	2802	Belçika.
2676	classroom	sınıf, dershane	5846	sınıf, dershane.
2677	convenient	uygun, elverişli, münasip, müsait, rahat, kullanışlı	6919	uygun, elverişli, münasip, müsait, rahat, kullanışlı; kolay ele geçer, kullanılmaya hazır.
2678	earthquake	deprem, yer sarsıntısı, zelzele	9672	deprem, yer sarsıntısı, zelzele.
2679	elderly	oldukça yaşlı, yaşını basını almış, ihtiyar	9862	oldukça yaşlı, yaşını basını almış, ihtiyar.
2680	eliminate	çıkarmak, ihraç etmek, hariç tutmak, atmak, bertaraf etmek	9935	çıkarmak, ihraç etmek, hariç tutmak, atmak, bertaraf etmek. elimina'tion  çıkarma.
2681	inform	bilgi vermek, haber vermek, söylemek, bildirmek	15825	bilgi vermek, haber vermek, söylemek, bildirmek; şekil vermek, canlandırmak; fikrini açmak; against veya on  ile ihbar etmek.
2682	ion	iyon	16387	iyon. ion'ic  iyona ait.
2683	lesbian	Lesbian homoseksüel kadın, sevici	17689	, Lesbian   homoseksüel kadın, sevici;  sevicilige ait. lesbian love, lesbianism  sevicilik.
2684	mathematics	matematik	18967	matematik. abstract veya pure mathematics kuramsal matematik. applied mathematics . uygulamalı matematik. higher mathematics yüksek matematik. mathemati'cian  matematikci.
2685	portfolio	evrak çantası	23802	evrak çantası; makam, mevki, vazife; bir kimseye özgü tahvillerin tümü.
2686	productivity	verimlilik	24367	verimlilik.
2687	protocol	diplomatik işlerde kullanılan resmi usuller, teşrifat, protokol	24563	diplomatik işlerde kullanılan resmi usuller, teşrifat, protokol; zabıt varakası, tutanak, protokol; bir anlaşmaya ilâve edilen madde;  protokol yapmak.
2688	salad	salata	26976	salata. salad days gençlik çağı, acemilik. salad dressing mayonez; salata sosu.
2689	scholarship	âlimlik, ilim, irfan	27390	âlimlik, ilim, irfan; burs .
2690	southeast	güneydoğu, keşişleme	29429	güneydoğu, keşişleme;  keşişlemeye doğru. southeasterly   keşişlemeye doğru; keşişlemeden (esen) southeastern  keşişleme yönünde olan.
2691	strain	nesil, soy, silsile, aile	30410	nesil, soy, silsile, aile; hayvanlarda soy; (bahç.) ıslah edilmiş bitki cinsi; ırk veya millet özelliği; eser, iz; cüzt şey; ifade, tarz, usul; mizaç; nağme, makam; şiir parçası, şarkı.
2692	torture	işkence, eza, eziyet, azap, elem	32689	işkence, eza, eziyet, azap, elem;  işkence etmek, eziyet etmek, azap vermek; biçimini bozmak, anlamını değiştirmek.
2693	urgent	acil acele olan	34563	acil acele olan; zorunlu, kaçınılmaz; ısrar eden; çok sıkıştıran. urgently  önemle; acele ile.
2694	wallet	cüzdan, para cüzdanı	35410	cüzdan, para cüzdanı; sırt çantası.
2695	welsh	Gal eyaletine ait	35702	Gal eyaletine ait; Gallilere özgü;  Gal dili. the Welsh Gal halkı. Welsh'man  Gal'li kimse. Welsh rabbit,Welsh rarebit kızarmış ekmeğe sürülen birada eritilmiş peynir.
2696	workshop	atelye, işlik, çalışma odası	36206	atelye, işlik, çalışma odası; seminer.
2697	abstract	eşya veya fikirlerden soyut olan	129	eşya veya fikirlerden soyut olan; soyut, mücerret; dalgın; ideal, nazari, kuramsal;  özet. abstract noun soyut isim abstract number soyut sayı, mücerret adet. in the abstract kuramsal olarak. abstractly  soyut olarak.
2698	accent	aksan, telâffuzda bir heceye verilen kuvvet	157	aksan, telâffuzda bir heceye  verilen kuvvet ; aksan sareti, vurgu;  şive; hisleri belirtmek için cümlede belirli  kelime veya hecelerin vurgulandırılması.
2699	awake	uyanık, tetikte, be awake to -e karşı uyanık olmak	2107	uyanık, tetikte, (sak) be awake to -e karşı uyanık olmak. awakening    uykudan uyanış;  uyandırıcı.
2700	corrupt	namussuz, fırsatçı, rüşvet almaya alışmış, kötü, pis	7127	namussuz, fırsatçı, rüşvet almaya alışmış, kötü, pis; bozuk, çürük.
2701	curve	eğmek, eğilmek, bükmek, bükülmek, kavisleştirmek, kavis meydana getirmek	7740	eğmek, eğilmek, bükmek, bükülmek, kavisleştirmek, kavis meydana getirmek.
2702	duration	devam, süreklilik	9575	devam, süreklilik; süre, müddet. for the duration güç bir durumun (özellikle 2. Dünya Savaşının) sonuna kadar.
2703	fifteen	on beş, on beş rakamı fifteenth on beşinci	11478	on beş, on beş rakamı (15, XV) fifteenth   on beşinci;  on beşte bir.
2704	harsh	sert, acı	13931	sert, acı; kaba, haşin, ters, huysuz, insafsız. harshly  sertçe, huysuzca, kaba bir şekilde. harshness  kabalık, haşinlik, terslik .
2705	immune	bağışık, muaf, bulaşıcı illetten muaf	15253	bağışık, muaf, bulaşıcı illetten muaf;  bulaşlcı bir hastalığa karşı baglşıklığı olan kimse.
2706	install	yerine koymak	16027	yerine koymak; tesisat yapmak, tanzim etmek, düzenlemek; makamına getirmek (memur), bir yere yerleştirmek. installa'tion  tesisat, tertibat, düzen; askeri üs; fabrika.
2707	instruction	öğretme, öğrenim, eğitim, talim	16053	öğretme, öğrenim, eğitim, talim; bilgi verme. instructions  direktif, emir, talimat.
2708	intensity	keskinlik, şiddet, ifrat derece	16107	keskinlik, şiddet, ifrat derece; yoğunluk, koyuluk .
2709	inventory	envanter	16339	envanter; deftere kayıtlı eşya;  müfredat defterine geçirmek, kaydetmek.
2710	invitation	davet	16359	davet; davetname; çağırma, çağrı.
2711	justify	doğrulamak, haklı çıkarmak	16875	doğrulamak, haklı çıkarmak; suçsuzluğunu ispat etmek, temize çıkarmak; (matb.) yazının sağ kenarını taşırmadan düz yapmak.
2712	lecture	konferans, belirli bir konu üzerine konuşma	17600	konferans, belirli bir konu üzerine konuşma; umumi ders; tekdir, paylama, azarlama;  konferans vermek; ders vermek: tekdir etmek azarlamak. lecturer  konferans veren kimse; okutman. lecture ship  okutmanlık.
2713	logical	mantıki, mantıka ait	18128	mantıki, mantıka ait; makul; uygun; mantıklı, esemeli. logically  mantığa göre, mantıklı olarak.
2714	mason	duvarcı, taşçı	18905	duvarcı, taşçı; b.h. mason, farmason;  taş veya tuğla ile örmek.
2715	missile	mermi, kurşun	19703	mermi, kurşun; ok, merak; atılan şey; güdümlü mermi.
2716	norman	Normandiya'ya veya Normandiyalılara ait	20887	Normandiya'ya veya Normandiyalılara ait;  Normandiyalı kimse; Normandiyalıların konuştuğu Fransızca lehçe.
2717	patrol	karakol, askeri devriye	22375	(-led, -ling) karakol, askeri devriye; ileri karakol, keşif kolu; devriye gezme:  devriye gezmek. patrolman  polis, devriye polis. patrol wagon tutukluları karakola götürmeye mahsus polis arabası.
2718	peer	akran, küfüv, emsal	22507	akran, küfüv, emsal; kanun önünde aynı haklara sahip olan kimse; ingiliz asılzadesi.
2719	pile	temel veya iskele yapımında kullanılan büyük kazık	23157	temel veya iskele yapımında kullanılan büyük kazık;  kazık kakmak; kazıklara dayamak. pile driver kazık varyosu, şahmerdan.
2720	rod	çubuk, değnek	26548	çubuk, değnek; asa; falaka değneği; ceza; kudret, güç; beş metrelik uzunluk ölçüsü. connecting rod (oto.) piston kolu.
2721	tattoo	koğuş borusu veya trampeti	31652	(ask.) koğuş borusu veya trampeti. beat a tattoo trampet çalmak, parmaklarla masayı tıkırdatmak.
2722	teenage	on üç, ile on dokuz yaşlar arasındaki devreye ait	31731	on üç, ile on dokuz yaşlar arasındaki devreye ait. teenager  on üç ile on dokuz yaşlar arasındaki kimse.
2723	tragedy	facia, trajedi	32794	facia, trajedi; felâket, korkunç olay.
2724	zoo	hayvanat bahçesi	36548	hayvanat bahçesi.
2725	accordance	uyum, ahenk, uzlaşma in accordance with göre, uygun olarak	185	uyum, ahenk,  uzlaşma in accordance with  (-e) göre, (-e)  uygun olarak.
2726	acquire	ele geçirmek, elde etmek, kazanmak, istihsal etmek, tedarik etmek	259	ele geçirmek, elde etmek,  kazanmak, istihsal etmek, tedarik etmek.  acquired  kazanılmış, müktesep. acquired  characteristics doğuştan olmayıp sonradan  kazanılan özellikler.
2727	activist	etkinci	290	etkinci; eylemci, özellikle politikada eylemciliğe meyilli olan kimse.
2728	alike	benzer, aynı	692	benzer, aynı;  birbirinin  aynı olarak, farksızca.
2729	applicable	uygulanabilir , tatbik edilebilir	1367	uygulanabilir , tatbik edilebilir; uygun, münasip. applicabil'ity  uygulanabilme, tatbik edilebilme.
2730	arrow	ok	1596	ok. arrowhead  ok başı, temren.
2731	boundary	hudut, sınır	3660	hudut, sınır.
2732	cabin	kulübe	4290	kulübe; kamara, kabin; kabin veya kamarada yaşamak; küçük bir yere kapamak, tahdit etmek. cabin boy kamarot. cabin class ikinci sınıf.
2733	cage	kafes	4348	kafes; hapishane; asansör; iskele (inşaatlarda);  kafese kapamak, hapsetmek.
2734	companion	arkadaş, yoldaş, ahbap	6409	arkadaş, yoldaş, ahbap; eş; elkitabı, rehber; (astr.) kendisinden daha parlak bir yıldıza çok yakın olan ikinci bir yıldız;  arkadaşlık etmek.
2735	controller	idare eden kimse veya alet, regülatör	6903	idare eden kimse veya alet, regülatör; muhasebeci, murakıp, kontrolör bütçeye göre ödeme musaadesi vermeye yetkili şahıs.
2736	courtesy	nezaket, kibarlık	7292	nezaket, kibarlık; saygı, hürmet; iltifat, teveccüh, Iütuf; umumun rızası. courtesy title resmi olmayan ünvan. by courtesy of sayesinde, müsaadesi ile.
2737	cuba	Küba adası	7622	Küba adası.
2738	embassy	sefarethane	9980	sefarethane; sefaret, elçilik; sefir ve maiyeti, sefaret erkânı.
2739	haven	Iiman	13986	Iiman; melce, sığınak;  sığınmak, limana girmek .
2740	helicopter	helikopter	14173	helikopter.
2741	homework	ödev, evde hazırlanacak ders	14619	ödev, evde hazırlanacak ders.
2742	kenya	Kenya	16976	Kenya.
2743	lesser	daha küçük, daha az, iki kimse veya şeyin küçüğü	17698	daha küçük, daha az, iki kimse veya şeyin küçüğü.
2744	mandatory	zaruri, zorunlu, gerekli	18687	zaruri, zorunlu, gerekli;  mandater; vekil.
2745	miracle	mucize, harika, keramet	19600	mucize, harika, keramet. miracle play ortaçağa mahsus dini piyes.
2746	owe	borcu olmak, borçlu olmak	21851	borcu olmak, borçlu olmak; bir hissin etkisi altında olmak; minnettarı olmak.
2747	playoff	rovanş maçı	23428	(spor) rovanş maçı.
2748	precise	tam, tamam, kati, kesin, sahih, çok dikkatli, dakik	24019	tam, tamam, kati, kesin, sahih, çok dikkatli, dakik; kural dışına çıkmayan; kusursuz; kesinlik ve açıklıkla ifade edilmiş. precisely  dikkatle, kesinlikle; tamamen; muhakkak. preciseness  katiyet, kesinlik; dakiklik.
2749	profession	diploma gerektiren meslek	24377	diploma gerektiren meslek; meslek, sanat, iş kolu; iddia; itiraf; söz; inancın açıklanması.
2750	prospect	beklenen şey ümit	24525	beklenen şey ümit; bekleme, gözleme; bakış; manzara, görünüş; ihtimal; maden damarına ait belirti; muhtemel müşteri;  maden araştırmak. in prospect beklenen; ümitle beklenen. prospector maden ocağı arayan kimse.
2751	protective	koruyucu, himaye edici	24542	koruyucu, himaye edici; savunucu. protectively  himaye edercesine. protectiveness  himayecilik, himaye temayülü.
2752	publisher	yaymevi	24714	yaymevi; basımcı; yayımcı, naşir.
2753	sandwich	sandviç	27087	sandviç;  sandviç yapmak; iki şey veya madde arasına sıkıştırmak. sandwich man (k.dili) önünde ve arkasında ilân levhaları asılı olan adam.
2754	theft	hırsızlık, çalma	32062	hırsızlık, çalma. petty theft adi hırsızlık.
2755	visa	vize, tasdik imzası	35157	(-saed, -saing) vize, tasdik imzası;  vize etmek, tasdik etmek.
2756	adjacent	bitişik, yakın, komşu	355	bitişik, yakın, komşu.
2757	appreciation	takdir, değerlendirme , kıymet bilme	1389	takdir, değerlendirme , kıymet bilme; tenkit, özellikle lehte  tenkit; (tic.) kıymet artışı .
